market,t_index,delta_ig,volume,regime
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2845,0.002357144480739981,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2848,0.004462058169237282,21.786491,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2850,0.004462058169237282,20.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2851,0.004508152632879736,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2859,0.004462058169237282,139.45,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2860,0.05233919000403087,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2868,0.020697848100012184,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2869,0.005332397038562031,159.54,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2870,0.00812443737308588,0.0,activity_bin_2
culture-epstein-or-maxwell-confirmed-mossad-opperatives-in-2025,2878,0.0052043751785008086,145.87,activity_bin_2
